0,155,1627,1400,794,826,768,734,668,811,803,631,666,675,790,763,916,1035,857,905,910,1109,1032,1022,1053,1254,1324,1157,1286,1246,1755,1403,1203,1286,1456,1511,1269,1378,1946,1508,1976,2268,1737,1888
155,0,1534,1307,701,733,675,641,575,718,710,538,573,582,697,670,823,942,764,812,817,1016,939,929,960,1161,1231,1064,1193,1153,1662,1310,1110,1193,1363,1418,1176,1285,1853,1415,1883,2175,1644,1795
1627,1534,0,1731,931,1291,1233,1131,999,1276,1052,1028,997,1050,1081,976,1381,1366,812,860,865,1440,987,977,1008,883,953,1112,1535,1201,2086,1652,1452,1535,1705,1760,1518,1627,1575,1463,2307,2599,1692,2219
1400,1307,1731,0,912,1180,1122,755,772,1165,722,801,770,939,970,943,1270,407,961,1009,1014,413,1136,1126,1157,1358,1428,1261,689,1350,925,806,677,621,859,914,743,713,2050,1612,1146,1438,1841,1058
794,701,931,912,0,382,324,308,180,367,273,205,178,141,172,67,472,547,161,209,214,621,336,326,357,558,628,461,756,550,1267,873,673,756,926,981,739,848,1250,812,1488,1780,1041,1400
826,733,1291,1180,382,0,159,514,448,102,583,411,446,263,378,351,271,815,521,569,574,889,696,686,717,918,988,821,1066,910,1535,1183,983,1066,1236,1291,1049,1158,1610,1172,1756,2048,1401,1668
768,675,1233,1122,324,159,0,456,390,89,525,353,388,205,320,293,194,757,463,511,516,831,638,628,659,860,930,763,1008,852,1477,1125,925,1008,1178,1233,991,1100,1552,1114,1698,1990,1343,1610
734,641,1131,755,308,514,456,0,172,499,158,135,170,273,304,277,604,390,361,409,414,464,536,526,557,758,828,661,641,750,1110,758,558,641,811,866,624,733,1450,1012,1331,1623,1241,1243
668,575,999,772,180,448,390,172,0,433,175,69,38,207,238,211,538,407,229,277,282,481,404,394,425,626,696,529,658,618,1127,775,575,658,828,883,641,750,1318,880,1348,1640,1109,1260
811,718,1276,1165,367,102,89,499,433,0,568,396,431,248,363,336,201,800,506,554,559,874,681,671,702,903,973,806,1051,895,1520,1168,968,1051,1221,1276,1034,1143,1595,1157,1741,2033,1386,1653
803,710,1052,722,273,583,525,158,175,568,0,204,173,342,373,318,673,357,282,330,335,431,457,447,478,679,749,582,521,671,1077,638,438,521,691,746,504,613,1371,933,1298,1590,1162,1210
631,538,1028,801,205,411,353,135,69,396,204,0,67,170,201,174,501,436,258,306,311,510,433,423,454,655,725,558,687,647,1156,804,604,687,857,912,670,779,1347,909,1377,1669,1138,1289
666,573,997,770,178,446,388,170,38,431,173,67,0,205,236,209,536,405,227,275,280,479,402,392,423,624,694,527,656,616,1125,773,573,656,826,881,639,748,1316,878,1346,1638,1107,1258
675,582,1050,939,141,263,205,273,207,248,342,170,205,0,137,110,353,574,280,328,333,648,455,445,476,677,747,580,825,669,1294,942,742,825,995,1050,808,917,1369,931,1515,1807,1160,1427
790,697,1081,970,172,378,320,304,238,363,373,201,236,137,0,141,468,605,311,359,364,679,486,476,507,708,778,611,856,700,1325,973,773,856,1026,1081,839,948,1400,962,1546,1838,1191,1458
763,670,976,943,67,351,293,277,211,336,318,174,209,110,141,0,441,578,206,254,259,652,381,371,402,603,673,506,801,595,1298,918,718,801,971,1026,784,893,1295,857,1519,1811,1086,1431
916,823,1381,1270,472,271,194,604,538,201,673,501,536,353,468,441,0,905,611,659,664,979,786,776,807,1008,1078,911,1156,1000,1625,1273,1073,1156,1326,1381,1139,1248,1700,1262,1846,2138,1491,1758
