0,null,1703,1499,816,1065,1107,942,952,1050,969,989,950,935,966,861,1100,1134,934,982,987,1197,1071,1099,1076,1330,1375,1180,1379,1269,1842,1484,1296,1357,1537,1592,1362,1449,1985,1531,2063,2355,1760,1963
null,0,1610,1406,723,972,1014,849,859,957,876,896,857,842,873,768,1007,1041,841,889,894,1104,978,1006,983,1237,1282,1087,1286,1176,1749,1391,1203,1264,1444,1499,1269,1356,1892,1438,1970,2262,1667,1870
1703,1610,0,1748,1209,1407,1357,1162,1076,1392,1142,1105,1074,1174,1205,1178,1498,1383,1470,1518,1523,1448,1093,1199,1098,1485,1349,1164,1625,1233,2103,1734,1542,1617,1787,1842,1608,1709,1691,1495,2324,2616,1724,2236
1499,1406,1748,0,969,1243,1209,858,901,1228,809,900,899,1031,1062,1002,1357,764,978,1026,1031,740,1153,1143,1172,1375,1445,1276,806,1365,null,923,746,806,976,1031,789,898,2067,1627,null,null,1856,1135
816,723,1209,969,0,596,538,335,297,581,377,326,295,464,495,468,678,604,446,494,499,667,606,596,627,822,698,513,860,582,1315,923,777,827,976,1031,843,919,1308,844,1536,1828,1073,1448
1065,972,1407,1243,596,0,null,603,540,null,639,522,538,660,691,633,521,878,645,693,698,952,782,810,787,1034,1046,873,1122,942,1591,1238,1039,1121,1291,1346,1105,1213,1665,1204,1812,2104,1433,1724
1107,1014,1357,1209,538,null,0,601,490,null,588,511,488,702,733,575,582,844,618,666,671,918,762,783,783,984,1000,815,1071,884,1540,1181,988,1064,1234,1289,1054,1156,1610,1146,1761,2053,1375,1673
942,849,1162,858,335,603,601,0,461,588,463,490,459,431,470,366,721,493,392,440,445,558,567,557,580,789,859,684,740,773,1209,851,707,718,904,959,740,810,1481,1035,1430,1722,1264,1330
952,859,1076,901,297,540,490,461,0,525,341,371,null,353,447,342,638,536,381,429,434,575,443,546,448,703,747,552,757,641,1226,868,704,735,921,976,757,827,1357,903,1447,1739,1132,1347
1050,957,1392,1228,581,null,null,588,525,0,624,507,523,645,676,618,561,863,630,678,683,937,767,795,772,1019,1031,858,1107,927,1576,1223,1024,1106,1276,1331,1090,1198,1650,1189,1797,2089,1418,1709
969,876,1142,809,377,639,588,463,341,624,0,370,339,434,465,368,736,512,441,489,494,444,547,606,568,769,819,634,702,703,1125,819,689,651,872,927,697,743,1429,965,1346,1638,1194,1258
989,896,1105,900,326,522,511,490,371,507,370,0,369,336,431,371,620,535,344,392,397,598,472,509,477,732,776,581,780,670,1243,885,697,758,938,993,763,850,1386,932,1464,1756,1161,1364
950,857,1074,899,295,538,488,459,null,523,339,369,0,351,445,340,636,534,379,427,432,573,441,544,446,701,745,550,755,639,1224,866,702,733,919,974,755,825,1355,901,1445,1737,1130,1345
935,842,1174,1031,464,660,702,431,353,645,434,336,351,0,651,458,589,666,473,521,526,736,579,638,600,801,817,632,906,701,1381,1005,823,888,1058,1113,889,980,1427,963,1602,1894,1192,1502
966,873,1205,1062,495,691,733,470,447,676,465,431,445,651,0,540,704,697,504,552,557,767,610,669,631,832,848,663,937,732,1412,1036,854,919,1089,1144,920,1011,1458,994,1633,1925,1223,1533
861,768,1178,1002,468,633,575,366,342,618,368,371,340,458,540,0,677,637,477,525,530,711,583,578,596,805,743,558,851,627,1346,964,768,851,1017,1072,834,943,1353,889,1567,1859,1118,1479
1100,1007,1498,1357,678,521,582,721,638,561,736,620,636,589,704,677,0,992,730,778,783,1066,903,895,924,1125,1148,963,1219,1032,1688,1329,1136,1212,1382,1437,1202,1304,1758,1294,1909,2201,1523,1821
1134,1041,1383,764,604,878,844,493,536,863,512,535,534,666,697,637,992,0,613,661,666,387,788,778,807,1010,1080,911,464,1000,1119,581,421,464,634,689,487,556,1702,1262,1340,1632,1491,1018
934,841,1470,978,446,645,618,392,381,630,441,344,379,473,504,477,730,613,0,null,null,678,877,883,849,685,561,376,904,445,1333,972,841,855,1025,1080,864,947,1171,707,1554,1846,936,1466
