0,null,1702,1487,808,1010,952,926,903,995,936,981,901,927,958,853,1035,1122,933,981,986,1196,1063,1098,1068,1329,1367,1172,1367,1261,1818,1466,1284,1349,1519,1574,1350,1441,1977,1523,2039,2331,1752,1951
null,0,1609,1394,715,917,859,833,810,902,843,888,808,834,865,760,942,1029,840,888,893,1103,970,1005,975,1236,1274,1079,1274,1168,1725,1373,1191,1256,1426,1481,1257,1348,1884,1430,1946,2238,1659,1858
1702,1609,0,1739,1201,1366,1349,1154,1074,1351,1134,1103,1072,1166,1197,1170,1497,1374,1455,1503,1508,1446,1062,1184,1083,1473,1337,1139,1617,1228,2094,1727,1534,1610,1780,1835,1600,1702,1662,1490,2315,2607,1719,2227
1487,1394,1739,0,957,1236,1185,854,871,1221,735,888,869,1026,1057,965,1333,752,969,1017,1022,685,1144,1134,1165,1366,1436,1269,760,1358,null,877,723,760,930,985,788,852,2058,1620,null,null,1849,1133
808,715,1201,957,0,588,530,320,242,573,323,217,240,355,386,359,591,592,439,487,492,666,554,548,526,807,686,488,806,577,1312,919,723,806,972,1027,789,898,1293,839,1533,1825,1068,1445
1010,917,1366,1236,588,0,null,570,504,null,638,467,502,605,636,609,404,871,637,685,690,945,751,802,772,993,1043,848,1121,937,1590,1233,1038,1116,1286,1341,1104,1208,1653,1199,1811,2103,1428,1723
952,859,1349,1185,530,null,0,545,482,null,581,508,480,547,578,551,465,820,587,635,640,894,754,752,775,976,988,790,1064,879,1533,1175,981,1058,1228,1283,1047,1150,1595,1141,1754,2046,1370,1666
926,833,1154,854,320,570,545,0,428,555,440,457,426,419,462,365,693,489,384,432,437,552,559,549,572,781,851,676,734,765,1197,839,651,712,892,947,717,804,1473,1027,1418,1710,1256,1318
903,810,1074,871,242,504,482,428,0,489,308,363,null,307,338,233,630,506,306,354,359,569,435,471,440,701,739,544,751,633,1214,856,668,729,909,964,734,821,1349,895,1435,1727,1124,1335
995,902,1351,1221,573,null,null,555,489,0,623,452,487,590,621,594,444,856,622,670,675,930,736,787,757,978,1028,833,1106,922,1575,1218,1023,1101,1271,1326,1089,1193,1638,1184,1796,2088,1413,1708
936,843,1134,735,323,638,581,440,308,623,0,337,306,405,436,360,729,370,372,420,425,443,539,537,560,761,807,609,661,698,1090,777,631,639,830,885,685,731,1414,960,1311,1603,1189,1223
981,888,1103,888,217,467,508,457,363,452,337,0,361,328,367,262,618,523,335,383,388,597,464,500,469,730,768,573,768,662,1219,867,685,750,920,975,751,842,1378,924,1440,1732,1153,1352
901,808,1072,869,240,502,480,426,null,487,306,361,0,305,336,231,628,504,304,352,357,567,433,469,438,699,737,542,749,631,1212,854,666,727,907,962,732,819,1347,893,1433,1725,1122,1333
927,834,1166,1026,355,605,547,419,307,590,405,328,305,0,643,400,472,661,404,452,457,735,571,569,592,793,805,607,888,696,1357,992,805,875,1045,1100,871,967,1412,958,1578,1870,1187,1490
