0,null,1704,1512,925,1168,1110,945,960,1153,977,1051,958,1044,1075,970,1152,1147,943,991,996,1203,1108,1108,1129,1331,1382,1184,1385,1273,1854,1496,1336,1363,1549,1604,1385,1455,1989,1535,2075,2367,1764,1975
null,0,1611,1419,832,1075,1017,852,867,1060,884,958,865,951,982,877,1059,1054,850,898,903,1110,1015,1015,1036,1238,1289,1091,1292,1180,1761,1403,1243,1270,1456,1511,1292,1362,1896,1442,1982,2274,1671,1882
1704,1611,0,1749,1216,1415,1388,1172,1082,1400,1209,1111,1080,1241,1272,1245,1500,1384,1482,1530,1535,1457,1205,1259,1177,1490,1354,1179,1674,1248,2104,1742,1609,1625,1795,1850,1634,1717,1722,1510,2325,2617,1739,2237
1512,1419,1749,0,970,1267,1214,904,946,1252,855,951,944,1038,1069,1006,1362,798,979,1027,1032,752,1154,1144,1174,1376,1446,1278,829,1367,null,923,758,829,976,1031,812,921,2068,1629,null,null,1858,null
925,832,1216,970,0,640,582,343,410,625,432,435,408,489,608,581,686,605,454,502,507,678,614,604,635,828,703,528,879,597,1323,961,796,829,1014,1069,855,921,1320,859,1544,1836,1088,1456
1168,1075,1415,1267,640,0,null,625,548,null,646,569,546,763,794,641,null,902,692,740,745,976,812,857,833,1042,1058,876,1129,957,1598,1239,1046,1122,1292,1347,1112,1214,1668,1219,1819,2111,1448,1731
1110,1017,1388,1214,582,null,0,611,545,null,617,519,543,705,736,583,null,849,635,683,688,919,785,800,790,1015,1005,830,1089,899,1564,1188,1006,1071,1241,1296,1072,1163,1622,1161,1785,2077,1390,1685
945,852,1172,904,343,625,611,0,466,610,473,498,464,439,485,380,723,539,402,450,455,563,567,567,580,799,869,684,780,773,1213,857,728,722,910,965,773,814,1481,1035,1434,1726,1264,1342
960,867,1082,946,410,548,545,466,0,533,349,480,null,416,468,441,655,623,419,467,472,580,481,584,502,709,754,556,787,645,1256,874,708,739,927,982,770,831,1361,907,1477,1769,1136,1359
1153,1060,1400,1252,625,null,null,610,533,0,631,554,531,748,779,626,null,887,677,725,730,961,797,842,818,1027,1043,861,1114,942,1583,1224,1031,1107,1277,1332,1097,1199,1653,1204,1804,2096,1433,1716
977,884,1209,855,432,646,617,473,349,631,0,378,347,442,473,409,765,558,493,541,546,525,570,654,575,836,824,649,707,718,1137,824,695,652,877,932,755,744,1441,980,1358,1650,1209,1270
1051,958,1111,951,435,569,519,498,480,554,378,0,478,445,476,404,659,586,448,496,501,604,510,613,531,738,783,585,786,674,1255,897,737,764,950,1005,786,856,1390,936,1476,1768,1165,1376
958,865,1080,944,408,546,543,464,null,531,347,478,0,414,466,439,653,621,417,465,470,578,479,582,500,707,752,554,785,643,1254,872,706,737,925,980,768,829,1359,905,1475,1767,1134,1357
1044,951,1241,1038,489,763,705,439,416,748,442,445,414,0,760,509,695,673,542,590,595,740,602,652,607,868,822,647,917,716,1386,1023,834,896,1076,1131,900,988,1439,978,1607,1899,1207,1514
1075,982,1272,1069,608,794,736,485,468,779,473,476,466,760,0,653,726,704,596,644,649,771,633,683,638,899,853,678,948,747,1417,1054,865,927,1107,1162,931,1019,1470,1009,1638,1930,1238,1545
970,877,1245,1006,581,641,583,380,441,626,409,404,439,509,653,0,699,641,491,539,544,712,599,593,604,852,748,573,892,642,1357,968,809,860,1021,1076,875,952,1365,904,1578,1870,1133,1490
1152,1059,1500,1362,686,null,null,723,655,null,765,659,653,695,726,699,0,997,735,783,788,1067,905,900,926,1127,1153,978,1237,1047,1712,1336,1154,1219,1389,1444,1220,1311,1770,1309,1933,2225,1538,1833
1147,1054,1384,798,605,902,849,539,623,887,558,586,621,673,704,641,997,0,614,662,667,507,789,779,809,1011,1081,913,476,1002,1153,593,426,476,646,701,491,568,1703,1264,1374,1666,1493,1240
943,850,1482,979,454,692,635,402,419,677,493,448,417,542,596,491,735,614,0,null,null,687,909,915,881,697,566,391,905,460,1334,1010,845,878,1063,1118,907,970,1183,722,1555,1847,951,1467
991,898,1530,1027,502,740,683,450,467,725,541,496,465,590,644,539,783,662,null,0,null,735,957,963,929,745,614,439,953,508,1382,1058,893,926,1111,1166,955,1018,1231,770,1603,1895,999,1515
996,903,1535,1032,507,745,688,455,472,730,546,501,470,595,649,544,788,667,null,null,0,740,962,968,934,750,619,444,958,513,1387,1063,898,931,1116,1171,960,1023,1236,775,1608,1900,1004,1520
1203,1110,1457,752,678,976,919,563,580,961,525,604,578,740,771,712,1067,507,687,735,740,0,862,852,881,1084,1154,985,523,1074,1095,587,467,523,640,695,498,615,1776,1336,1316,1608,1565,1024
1108,1015,1205,1154,614,812,785,567,481,797,570,510,479,602,633,599,905,789,909,957,962,862,0,1042,1024,628,497,307,1053,376,1509,1139,970,1030,1192,1247,1036,1122,1087,638,1730,2022,867,1642
1108,1015,1259,1144,604,857,800,567,584,842,654,613,582,652,683,593,900,779,915,963,968,852,1042,0,1046,606,487,297,1070,366,1499,1175,1010,1043,1228,1283,1072,1135,1091,628,1720,2012,857,1632
1129,1036,1177,1174,635,833,790,580,502,818,575,531,500,607,638,604,926,809,881,929,934,881,1024,1046,0,650,545,355,1058,424,1529,1160,975,1047,1213,1268,1041,1139,1110,686,1750,2042,915,1662
1331,1238,1490,1376,828,1042,1015,799,709,1027,836,738,707,868,899,852,1127,1011,697,745,750,1084,628,606,650,0,981,766,1301,860,1731,1369,1236,1252,1422,1477,1261,1344,1479,1122,1952,2244,1351,1864
1382,1289,1354,1446,703,1058,1005,869,754,1043,824,783,752,822,853,748,1153,1081,566,614,619,1154,497,487,545,981,0,836,1307,930,1801,1419,1224,1303,1472,1527,1290,1395,1549,1192,2022,2314,1421,1934
1184,1091,1179,1278,528,876,830,684,556,861,649,585,554,647,678,573,978,913,391,439,444,985,307,297,355,766,836,0,1132,1147,1633,1234,1049,1132,1287,1342,1115,1224,1019,1409,1854,2146,1638,1766
1385,1292,1674,829,879,1129,1089,780,787,1114,707,786,785,917,948,892,1237,476,905,953,958,523,1053,1070,1058,1301,1307,1132,0,1201,1138,989,743,758,1042,1097,809,850,1924,1463,1359,1651,1692,1252
1273,1180,1248,1367,597,957,899,773,645,942,718,674,643,716,747,642,1047,1002,460,508,513,1074,376,366,424,860,930,1147,1201,0,1722,1317,1118,1201,1370,1425,1184,1293,1520,null,1943,2235,null,1855
1854,1761,2104,null,1323,1598,1564,1213,1256,1583,1137,1255,1254,1386,1417,1357,1712,1153,1334,1382,1387,1095,1509,1499,1529,1731,1801,1633,1138,1722,0,1255,1101,1115,1308,1363,1146,1207,2423,1984,null,null,2213,null
1496,1403,1742,923,961,1239,1188,857,874,1224,824,897,872,1023,1054,968,1336,593,1010,1058,1063,587,1139,1175,1160,1369,1419,1234,989,1317,1255,0,860,863,null,null,926,955,2029,1579,1476,1768,1808,1369
1336,1243,1609,758,796,1046,1006,728,708,1031,695,737,706,834,865,809,1154,426,845,893,898,467,970,1010,975,1236,1224,1049,743,1118,1101,860,0,675,913,968,842,767,1841,1380,1322,1614,1609,1234
1363,1270,1625,829,829,1122,1071,722,739,1107,652,764,737,896,927,860,1219,476,878,926,931,523,1030,1043,1047,1252,1303,1132,758,1201,1115,863,675,0,916,971,729,null,1924,1463,1336,1628,1692,1203
1549,1456,1795,976,1014,1292,1241,910,927,1277,877,950,925,1076,1107,1021,1389,646,1063,1111,1116,640,1192,1228,1213,1422,1472,1287,1042,1370,1308,null,913,916,0,null,979,1008,2082,1632,1529,1821,1861,1422
1604,1511,1850,1031,1069,1347,1296,965,982,1332,932,1005,980,1131,1162,1076,1444,701,1118,1166,1171,695,1247,1283,1268,1477,1527,1342,1097,1425,1363,null,968,971,null,0,1034,1063,2137,1687,1584,1876,1916,1477
1385,1292,1634,812,855,1112,1072,773,770,1097,755,786,768,900,931,875,1220,491,907,955,960,498,1036,1072,1041,1261,1290,1115,809,1184,1146,926,842,729,979,1034,0,821,1907,1446,1367,1659,1675,1279
1455,1362,1717,921,921,1214,1163,814,831,1199,744,856,829,988,1019,952,1311,568,970,1018,1023,615,1122,1135,1139,1344,1395,1224,850,1293,1207,955,767,null,1008,1063,821,0,2016,1555,1428,1720,1784,1295
1989,1896,1722,2068,1320,1668,1622,1481,1361,1653,1441,1390,1359,1439,1470,1365,1770,1703,1183,1231,1236,1776,1087,1091,1110,1479,1549,1019,1924,1520,2423,2029,1841,1924,2082,2137,1907,2016,0,1782,2644,2936,2011,2556
1535,1442,1510,1629,859,1219,1161,1035,907,1204,980,936,905,978,1009,904,1309,1264,722,770,775,1336,638,628,686,1122,1192,1409,1463,null,1984,1579,1380,1463,1632,1687,1446,1555,1782,0,2205,2497,null,2117
